╧ invoice;Year of sale;Month of Sale;Date of sale;Product ID;Quantity;Price;Sum;Customer;Purchase cost;Shipping date
000-073437;2019;4;26;уб.нд-3435;1;483.1098;483.1098;;256.47;01.05.2019
000-073437;2019;4;26;уб.нд-3364;1;1018.141488;1018.141488;;662.16;01.05.2019
000-073437;2019;4;26;уб.нд-3143;1;544.9884;544.9884;;233.7;01.05.2019
000-073443;2017;5;9;уб.нд-3252;1;367.5765;367.5765;;175.42;09.05.2017
000-073464;2017;7;20;уб.нд-3185;1;873.0860544;873.0860544;;381.29;20.07.2017
000-073464;2017;7;20;уб.нд-3210;1;3374.188608;3374.188608;;1865.28;20.07.2017
000-073466;2018;12;30;уб.нд-3322;2;470.4128;940.8256;;591.1;30.12.2018
000-073466;2018;12;30;уб.нд-3128;1;520.696;520.696;;202.4;30.12.2018
000-073466;2018;12;30;уб.нд-3125;1;5719.31648;5719.31648;;3117.36;30.12.2018
000-073471;2019;6;27;уб.нд-3169;1;1911.03024;1911.03024;;1011.96;01.07.2019
000-073471;2019;6;27;уб.нд-3216;1;526.62;526.62;;256.76;01.07.2019
000-073523;2019;7;12;уб.нд-3200;1;705.489848;705.489848;;325.24;16.07.2019
000-073536;2019;8;9;уб.нд-3226;1;289.952;289.952;;141.44;11.08.2019
000-073536;2019;8;9;уб.нд-3381;1;6228.9326;6228.9326;;3265.02;11.08.2019
000-073537;2018;3;14;уб.нд-3366;1;3677.1;3677.1;Customer 5;1581;14.03.2018
000-073537;2018;3;14;уб.нд-3132;2;219.9668;439.9336;Customer 5;199.82;14.03.2018
000-073537;2018;3;14;уб.нд-3356;1;491.0664;491.0664;Customer 5;339.9;14.03.2018
000-073549;2018;4;28;уб.нд-3225;1;186.8247;186.8247;;130.38;03.05.2018
000-073549;2018;4;28;уб.нд-3273;2;526.2165;1052.433;;852;03.05.2018
000-073549;2018;4;28;уб.нд-3236;2;724.5;1449;;682.5;03.05.2018
000-073549;2018;4;28;уб.нд-3126;1;5429.5528;5429.5528;;3389.05;03.05.2018
000-073580;2017;12;21;уб.нд-3417;1;284.9056;284.9056;Customer 1165;165.9;21.12.2017
000-073580;2017;12;21;уб.нд-3249;1;716.772;716.772;Customer 1165;349.8;21.12.2017
000-073599;2019;6;23;уб.нд-3284;1;321.3756;321.3756;;211.68;23.06.2019
000-073599;2019;6;23;уб.нд-3125;1;6317.8496;6317.8496;;3452.56;23.06.2019
000-073599;2019;6;23;уб.нд-3385;1;467.618424;467.618424;;233.64;23.06.2019
000-073599;2019;6;23;уб.нд-3135;2;769.21488;1538.42976;;871.08;23.06.2019
000-073599;2019;6;23;уб.нд-3184;1;2238.14496;2238.14496;;946.08;23.06.2019
000-073599;2019;6;23;уб.нд-3358;1;475.2;475.2;;314.16;23.06.2019
000-073599;2019;6;23;уб.нд-3259;1;1276.156;1276.156;;781.32;23.06.2019
000-073629;2017;8;1;уб.нд-3407;1;382.536;382.536;;214.2;01.08.2017
000-073630;2018;8;18;уб.нд-3148;1;500.6848;500.6848;;248.64;18.08.2018
000-073630;2018;8;18;уб.нд-3276;1;529.232;529.232;;372;18.08.2018
000-073646;2019;6;1;уб.нд-3428;1;1535.70486;1535.70486;Customer 1271;1000.68;02.06.2019
000-073646;2019;6;1;уб.нд-3437;1;620.928;620.928;Customer 1271;272.16;02.06.2019
000-073646;2019;6;1;уб.нд-3335;1;300.31744;300.31744;Customer 1271;182.16;02.06.2019
000-073646;2019;6;1;уб.нд-3110;2;2439.08192;4878.16384;Customer 1271;2564;02.06.2019
000-073656;2017;2;26;уб.нд-3239;1;660.672;660.672;;440.3;26.02.2017
000-073656;2017;2;26;уб.нд-3124;1;3906.31208;3906.31208;;1483.9;26.02.2017
000-073663;2017;1;22;уб.нд-3264;1;1595.4432;1595.4432;;857.48;22.01.2017
000-073667;2019;4;6;уб.нд-3233;1;373.45;373.45;;171.5;06.04.2019
000-073667;2019;4;6;уб.нд-3392;1;488.03328;488.03328;;261.66;06.04.2019
000-073667;2019;4;6;уб.нд-3113;1;5067.4896;5067.4896;;1999.92;06.04.2019
000-073667;2019;4;6;уб.нд-3360;1;442.1687088;442.1687088;;288.66;06.04.2019
000-073685;2018;5;21;уб.нд-3300;2;406.380192;812.760384;;503.84;24.05.2018
000-073692;2019;3;21;уб.нд-3135;1;782.984776;782.984776;;439.81;21.03.2019
000-073695;2017;3;14;уб.нд-3305;1;240.8448;240.8448;Customer 121;131.6;14.03.2017
000-073697;2019;1;6;уб.нд-3421;1;574.7462;574.7462;;297.16;10.01.2019
000-073712;2017;1;2;уб.нд-3189;1;1393.2128;1393.2128;;880.6;02.01.2017
000-073743;2019;5;16;уб.нд-3176;1;1594.53744;1594.53744;;847.02;20.05.2019
000-073743;2019;5;16;уб.нд-3405;2;277.7016;555.4032;;285.74;20.05.2019
000-073744;2017;9;23;уб.нд-3225;1;193.5774;193.5774;Customer 935;142.68;28.09.2017
000-073753;2019;5;6;уб.нд-3293;1;3219.018;3219.018;Customer 1272;2423.55;06.05.2019
000-073753;2019;5;6;уб.нд-3366;1;3677.1;3677.1;Customer 1272;1853;06.05.2019
000-073753;2019;5;6;уб.нд-3207;1;5771.5924;5771.5924;Customer 1272;3202.52;06.05.2019
000-073753;2019;5;6;уб.нд-3205;1;6130.9314;6130.9314;Customer 1272;3888.54;06.05.2019
000-073767;2017;6;18;уб.нд-3162;2;420.9982;841.9964;;456;18.06.2017
000-073767;2017;6;18;уб.нд-3229;1;260.61255;260.61255;;159.74;18.06.2017
000-073767;2017;6;18;уб.нд-3217;1;426.5856;426.5856;;240.12;18.06.2017
000-073767;2017;6;18;уб.нд-3426;1;1824.686226;1824.686226;;1016.73;18.06.2017
000-073769;2018;10;5;уб.нд-3352;1;695.5393536;695.5393536;;449.54;05.10.2018
000-073769;2018;10;5;уб.нд-3144;1;404.35904;404.35904;;206.1;05.10.2018
000-073769;2018;10;5;уб.нд-3290;2;6274.368;12548.736;;7988.2;05.10.2018
000-073772;2017;12;12;уб.нд-3259;1;1440.08;1440.08;;773.66;12.12.2017
000-073772;2017;12;12;уб.нд-3202;1;6199.7215;6199.7215;;3916.37;12.12.2017
000-073772;2017;12;12;уб.нд-3442;2;1270.9522;2541.9044;;1262.24;12.12.2017
000-073772;2017;12;12;уб.нд-3117;1;6721.85808;6721.85808;;2588.88;12.12.2017
000-073772;2017;12;12;уб.нд-3139;1;92.8182;92.8182;;33.67;12.12.2017
000-073772;2017;12;12;уб.нд-3402;1;397.3508;397.3508;;198.55;12.12.2017
000-073772;2017;12;12;уб.нд-3191;1;1494.4802;1494.4802;;731.49;12.12.2017
000-073774;2019;6;9;уб.нд-3315;2;289.245372;578.490744;;522.08;13.06.2019
000-073774;2019;6;9;уб.нд-3407;1;378.378;378.378;;216.3;13.06.2019
000-073795;2019;4;3;уб.нд-3426;1;2128.6155;2128.6155;;877.69;03.04.2019
000-073795;2019;4;3;уб.нд-3174;1;2573.94816;2573.94816;;1242.54;03.04.2019
000-073795;2019;4;3;уб.нд-3301;1;241.5528;241.5528;;141.75;03.04.2019
000-073799;2019;7;19;уб.нд-3213;1;358.545;358.545;;184.44;22.07.2019
000-073799;2019;7;19;уб.нд-3382;1;521.798;521.798;;339.72;22.07.2019
000-073847;2019;5;6;уб.нд-3233;1;230.9958;230.9958;;162.75;10.05.2019
000-073847;2019;5;6;уб.нд-3331;1;255.87968;255.87968;;129.69;10.05.2019
000-073848;2018;9;23;уб.нд-3359;1;756.874;756.874;;395.25;23.09.2018
000-073848;2018;9;23;уб.нд-3351;1;1067.0289696;1067.0289696;;919.82;23.09.2018
000-073848;2018;9;23;уб.нд-3114;2;301.0608;602.1216;;375.36;23.09.2018
000-073850;2017;10;6;уб.нд-3409;1;900.5202;900.5202;;444.09;11.10.2017
000-073854;2017;6;14;уб.нд-3377;1;5643.7584;5643.7584;;2560.74;14.06.2017
000-073854;2017;6;14;уб.нд-3204;2;6357.88;12715.76;;7137.62;14.06.2017
000-073854;2017;6;14;уб.нд-3420;1;301.0548;301.0548;;156.6;14.06.2017
000-073855;2017;10;3;уб.нд-3170;1;1603.44648;1603.44648;Customer 306;608.94;03.10.2017
000-073855;2017;10;3;уб.нд-3265;1;1091.3952;1091.3952;Customer 306;491.7;03.10.2017
000-073855;2017;10;3;уб.нд-3304;2;756.5184;1513.0368;Customer 306;891;03.10.2017
000-073855;2017;10;3;уб.нд-3443;1;1259.2058;1259.2058;Customer 306;669.97;03.10.2017
000-073860;2019;3;25;уб.нд-3366;1;3992.28;3992.28;;1581;25.03.2019
000-073864;2017;6;26;уб.нд-3280;1;3475.692;3475.692;Customer 1069;2161.5;29.06.2017
000-073864;2017;6;26;уб.нд-3215;1;318.56;318.56;Customer 1069;190.05;29.06.2017
000-073865;2017;7;30;уб.нд-3310;1;493.5168;493.5168;;305.28;04.08.2017
000-073896;2017;2;17;уб.нд-3334;1;610.01424;610.01424;;455.13;17.02.2017
000-073896;2017;2;17;уб.нд-3409;2;738.189585;1476.37917;;707.4;17.02.2017
000-073904;2019;4;7;уб.нд-3124;1;3792.536;3792.536;;1811.92;12.04.2019
000-073925;2019;1;18;уб.нд-3297;2;278.8864344;557.7728688;Customer 1270;450.76;18.01.2019
000-073932;2019;6;18;уб.нд-3144;2;426.1217344;852.2434688;Customer 1030;421.36;19.06.2019
000-073973;2018;8;1;уб.нд-3411;1;733.23432;733.23432;;437;01.08.2018
000-073973;2018;8;1;уб.нд-3381;1;7092.349;7092.349;;3396.94;01.08.2018
000-073973;2018;8;1;уб.нд-3327;1;576.622592;576.622592;;323.2;01.08.2018
000-073973;2018;8;1;уб.нд-3377;1;4968.9612;4968.9612;;2982.84;01.08.2018
000-073979;2018;7;20;уб.нд-3401;1;393.12;393.12;;206.7;23.07.2018
000-073979;2018;7;20;уб.нд-3265;1;847.7802;847.7802;;527.46;23.07.2018
000-073979;2018;7;20;уб.нд-3311;1;287.59104;287.59104;;231;23.07.2018
000-073979;2018;7;20;уб.нд-3333;1;357.504;357.504;;220;23.07.2018
000-073979;2018;7;20;уб.нд-3338;1;229.76928;229.76928;;133.38;23.07.2018
000-074001;2018;5;13;уб.нд-3109;1;5001.192448;5001.192448;;2140.76;13.05.2018
000-074001;2018;5;13;уб.нд-3170;1;1240.561224;1240.561224;;716.4;13.05.2018
000-074024;2017;7;5;уб.нд-3314;1;220.85448;220.85448;;149.8;05.07.2017
000-074024;2017;7;5;уб.нд-3142;1;745.7152;745.7152;;271.18;05.07.2017
000-074024;2017;7;5;уб.нд-3370;1;403.082;403.082;;207.1;05.07.2017
000-074038;2019;6;28;уб.нд-3356;2;562.7952;1125.5904;;693;30.06.2019
000-074038;2019;6;28;уб.нд-3443;1;1354.2402;1354.2402;;574.26;30.06.2019
000-074041;2019;4;13;уб.нд-3273;1;532.713;532.713;;344.35;13.04.2019
000-074056;2017;11;19;уб.нд-3372;1;4626.76032;4626.76032;Customer 247;2509.65;24.11.2017
000-074056;2017;11;19;уб.нд-3305;1;240.09216;240.09216;Customer 247;145.6;24.11.2017
000-074078;2019;7;14;уб.нд-3306;1;373.0344;373.0344;;188.6;14.07.2019
000-074087;2017;11;24;уб.нд-3135;2;845.18672;1690.37344;;836.92;26.11.2017
000-074110;2019;9;25;уб.нд-3108;1;3992.892;3992.892;;1981.35;26.09.2019
000-074110;2019;9;25;уб.нд-3262;2;419.881;839.762;;446.9;26.09.2019
000-074110;2019;9;25;уб.нд-3241;1;768.24;768.24;;391.88;26.09.2019
000-074110;2019;9;25;уб.нд-3197;1;1734.2667;1734.2667;;876.96;26.09.2019
000-074110;2019;9;25;уб.нд-3137;1;497.28168;497.28168;;231.84;26.09.2019
000-074110;2019;9;25;уб.нд-3411;1;713.93868;713.93868;;452.2;26.09.2019
000-074150;2017;2;12;уб.нд-3129;1;520.88304;520.88304;;246.87;12.02.2017
000-074150;2017;2;12;уб.нд-3145;1;372.5215296;372.5215296;;267.81;12.02.2017
000-074163;2018;2;17;уб.нд-3388;1;656.84872;656.84872;;406.64;17.02.2018
000-074163;2018;2;17;уб.нд-3280;1;3317.706;3317.706;;2102.55;17.02.2018
000-074163;2018;2;17;уб.нд-3443;1;1069.137;1069.137;;585.52;17.02.2018
000-074163;2018;2;17;уб.нд-3150;1;407.0484;407.0484;;150.15;17.02.2018
000-074163;2018;2;17;уб.нд-3174;1;1999.40616;1999.40616;;1210.68;17.02.2018
000-074173;2019;2;28;уб.нд-3429;1;1348.45326;1348.45326;;759.33;04.03.2019
000-074173;2019;2;28;уб.нд-3187;1;1646.56;1646.56;;852.8;04.03.2019
000-074173;2019;2;28;уб.нд-3418;1;389.052;389.052;;194.74;04.03.2019
000-074173;2019;2;28;уб.нд-3436;1;1452.9744;1452.9744;;678.96;04.03.2019
000-074180;2018;1;9;уб.нд-3392;1;471.6288;471.6288;Customer 313;277.68;11.01.2018
000-074183;2018;6;7;уб.нд-3294;1;3526.08896;3526.08896;Customer 992;2052.32;11.06.2018
000-074197;2017;6;7;уб.нд-3226;1;213.282;213.282;;155.04;07.06.2017
000-074197;2017;6;7;уб.нд-3277;1;673.056;673.056;;428.64;07.06.2017
000-074219;2017;10;23;уб.нд-3332;2;243.04384;486.08768;;310.88;23.10.2017
000-074228;2019;5;23;уб.нд-3330;1;394.092;394.092;Customer 588;248.31;23.05.2019
000-074228;2019;5;23;уб.нд-3110;1;2359.54664;2359.54664;Customer 588;1410.2;23.05.2019
000-074228;2019;5;23;уб.нд-3167;1;715.22352;715.22352;Customer 588;352.92;23.05.2019
000-074235;2018;3;4;уб.нд-3210;1;2759.894016;2759.894016;;1543.68;09.03.2018
000-074235;2018;3;4;уб.нд-3349;1;555.72048;555.72048;;352.03;09.03.2018
000-074270;2019;8;5;уб.нд-3200;1;663.974;663.974;;377.14;05.08.2019
000-074270;2019;8;5;уб.нд-3249;1;536.0208;536.0208;;302.1;05.08.2019
000-074270;2019;8;5;уб.нд-3276;2;679.582;1359.164;;663.4;05.08.2019
000-074270;2019;8;5;уб.нд-3295;1;4787.74296;4787.74296;;3483.48;05.08.2019
000-074278;2017;4;2;уб.нд-3397;2;485.1528;970.3056;;566.72;02.04.2017
000-074278;2017;4;2;уб.нд-3304;1;654.0732;654.0732;;465.3;02.04.2017
000-074300;2018;3;5;уб.нд-3323;1;551.88224;551.88224;;423.2;05.03.2018
000-074300;2018;3;5;уб.нд-3220;1;650.2104;650.2104;;331.74;05.03.2018
000-074300;2018;3;5;уб.нд-3180;1;1656.8791512;1656.8791512;;856.54;05.03.2018
000-074304;2018;5;29;уб.нд-3420;1;276.970416;276.970416;;170.52;29.05.2018
000-074304;2018;5;29;уб.нд-3281;1;1626.13248;1626.13248;;893.76;29.05.2018
000-074304;2018;5;29;уб.нд-3390;1;234.52272;234.52272;;159.14;29.05.2018
000-074304;2018;5;29;уб.нд-3316;1;375.18048;375.18048;;270.18;29.05.2018
000-074304;2018;5;29;уб.нд-3183;1;1824.0978;1824.0978;;968.78;29.05.2018
000-074304;2018;5;29;уб.нд-3204;2;5086.304;10172.608;;6237.92;29.05.2018
000-074327;2017;1;31;уб.нд-3108;1;4152.60768;4152.60768;;1754.91;31.01.2017
000-074327;2017;1;31;уб.нд-3154;1;204.4744128;204.4744128;;110.7;31.01.2017
000-074352;2017;9;17;уб.нд-3359;1;636.31;636.31;;471.75;21.09.2017
000-074354;2017;11;28;уб.нд-3366;2;2801.6;5603.2;;3944;28.11.2017
000-074354;2017;11;28;уб.нд-3129;1;367.433712;367.433712;;192.01;28.11.2017
000-074373;2017;4;12;уб.нд-3170;1;1406.532;1406.532;;602.97;14.04.2017
000-074373;2017;4;12;уб.нд-3325;1;634.85344;634.85344;;431.66;14.04.2017
000-074373;2017;4;12;уб.нд-3143;1;458.9376;458.9376;;263.22;14.04.2017
000-074392;2019;5;11;уб.нд-3176;1;1328.7812;1328.7812;;787.58;14.05.2019
000-074426;2018;5;10;уб.нд-3411;1;767.676;767.676;;345.8;14.05.2018
000-074428;2017;1;16;уб.нд-3227;1;221.76;221.76;Customer 444;116.6;16.01.2017
000-074432;2019;8;17;уб.нд-3438;1;459.774;459.774;Customer 626;277.98;18.08.2019
000-074434;2017;12;21;уб.нд-3308;1;71.17704;71.17704;;49.88;24.12.2017
000-074434;2017;12;21;уб.нд-3137;2;668.8584;1337.7168;;463.68;24.12.2017
000-074446;2017;3;13;уб.нд-3327;1;541.941504;541.941504;Customer 908;291.2;18.03.2017
000-074474;2018;2;1;уб.нд-3253;1;382.263;382.263;;175.35;01.02.2018
000-074474;2018;2;1;уб.нд-3342;1;1419.15656;1419.15656;;1010.9;01.02.2018
000-074474;2018;2;1;уб.нд-3414;1;531.1735;531.1735;;286.52;01.02.2018
000-074484;2019;9;8;уб.нд-3336;1;240.53672;240.53672;Customer 227;147.34;13.09.2019
000-074488;2017;1;18;уб.нд-3373;2;2294.996;4589.992;;2450.26;18.01.2017
000-074488;2017;1;18;уб.нд-3330;1;413.316;413.316;;285.69;18.01.2017
000-074488;2017;1;18;уб.нд-3279;1;1357.98816;1357.98816;;1090.02;18.01.2017
000-074488;2017;1;18;уб.нд-3277;1;733.63104;733.63104;;487.92;18.01.2017
000-074491;2018;11;16;уб.нд-3139;1;73.050432;73.050432;;37.37;18.11.2018
000-074491;2018;11;16;уб.нд-3168;1;695.6672;695.6672;;434.01;18.11.2018
000-074491;2018;11;16;уб.нд-3421;2;624.51081;1249.02162;;581.4;18.11.2018
000-074491;2018;11;16;уб.нд-3162;1;515.508;515.508;;214.7;18.11.2018
000-074491;2018;11;16;уб.нд-3149;1;482.0774;482.0774;;259.7;18.11.2018
000-074491;2018;11;16;уб.нд-3234;1;567.648;567.648;;321.2;18.11.2018
000-074497;2018;7;25;уб.нд-3130;1;623.09808;623.09808;;311.3;26.07.2018
000-074509;2019;3;13;уб.нд-3306;1;362.0628;362.0628;;227.55;13.03.2019
000-074509;2019;3;13;уб.нд-3291;2;2179.9737024;4359.9474048;;2726.32;13.03.2019
000-074509;2019;3;13;уб.нд-3265;1;763.197072;763.197072;;406.77;13.03.2019
000-074509;2019;3;13;уб.нд-3122;1;5461.477644;5461.477644;;2506.9;13.03.2019
000-074509;2019;3;13;уб.нд-3111;1;1871.5494;1871.5494;;848.35;13.03.2019
000-074509;2019;3;13;уб.нд-3420;1;315.7404;315.7404;;179.22;13.03.2019
000-074509;2019;3;13;уб.нд-3169;1;1979.28132;1979.28132;;993.22;13.03.2019
000-074530;2019;2;17;уб.нд-3372;1;4032.678;4032.678;Customer 69;2737.8;17.02.2019
000-074543;2019;4;9;уб.нд-3238;2;373.488;746.976;;491.96;09.04.2019
000-074543;2019;4;9;уб.нд-3287;1;5874.63888;5874.63888;;3966.9;09.04.2019
000-074543;2019;4;9;уб.нд-3258;1;933.4752;933.4752;;546.06;09.04.2019
000-074543;2019;4;9;уб.нд-3407;1;419.87484;419.87484;;226.8;09.04.2019
000-074555;2017;11;27;уб.нд-3347;1;772.452;772.452;Customer 1113;588.82;27.11.2017
000-074555;2017;11;27;уб.нд-3234;1;466.41744;466.41744;Customer 1113;300.76;27.11.2017
000-074555;2017;11;27;уб.нд-3131;1;518.13608;518.13608;Customer 1113;263.29;27.11.2017
000-074555;2017;11;27;уб.нд-3146;1;448.08192;448.08192;Customer 1113;220.48;27.11.2017
000-074555;2017;11;27;уб.нд-3248;2;404.176608;808.353216;Customer 1113;541.8;27.11.2017
000-074576;2019;6;24;уб.нд-3176;1;1406.9448;1406.9448;;683.56;24.06.2019
000-074576;2019;6;24;уб.нд-3238;1;434.1798;434.1798;;225.9;24.06.2019
000-074576;2019;6;24;уб.нд-3293;1;4203.6588;4203.6588;;2718;24.06.2019
000-074576;2019;6;24;уб.нд-3446;2;1318.5172;2637.0344;;1579.16;24.06.2019
000-074576;2019;6;24;уб.нд-3365;2;1647.824;3295.648;;2617.4;24.06.2019
000-074576;2019;6;24;уб.нд-3266;1;878.2272;878.2272;;426.6;24.06.2019
000-074576;2019;6;24;уб.нд-3337;1;201.2208;201.2208;;123.2;24.06.2019
000-074576;2019;6;24;уб.нд-3317;1;597.632;597.632;;261;24.06.2019
000-074576;2019;6;24;уб.нд-3389;1;772.622592;772.622592;;452.52;24.06.2019
000-074576;2019;6;24;уб.нд-3128;1;611.952;611.952;;209;24.06.2019
000-074583;2018;1;7;уб.нд-3294;2;3590.78784;7181.57568;;4064;07.01.2018
000-074583;2018;1;7;уб.нд-3231;1;268.7872;268.7872;;176;07.01.2018
000-074583;2018;1;7;уб.нд-3289;1;3850.893312;3850.893312;;3105.24;07.01.2018
000-074589;2019;7;19;уб.нд-3350;1;251.7632;251.7632;Customer 534;179.78;22.07.2019
000-074589;2019;7;19;уб.нд-3142;1;531.72736;531.72736;Customer 534;351.64;22.07.2019
000-074617;2017;1;31;уб.нд-3178;1;1031.16824;1031.16824;;680.86;31.01.2017
000-074617;2017;1;31;уб.нд-3418;1;308.16;308.16;;226.84;31.01.2017
000-074626;2018;1;31;уб.нд-3247;1;460.3599;460.3599;;227.76;31.01.2018
000-074635;2017;1;22;уб.нд-3180;1;1673.11824;1673.11824;;750.42;25.01.2017
000-074645;2019;5;29;уб.нд-3196;1;1714.4061;1714.4061;;694.66;03.06.2019
000-074645;2019;5;29;уб.нд-3202;1;7112.904008;7112.904008;;3952.3;03.06.2019
000-074645;2019;5;29;уб.нд-3281;1;1462.067328;1462.067328;;994.08;03.06.2019
000-074645;2019;5;29;уб.нд-3242;1;797.04;797.04;;365.31;03.06.2019
000-074650;2019;5;25;уб.нд-3174;1;1749.8251152;1749.8251152;;1115.1;30.05.2019
000-074650;2019;5;25;уб.нд-3431;2;2585.7216;5171.4432;;2439.36;30.05.2019
000-074650;2019;5;25;уб.нд-3192;1;1022.7294;1022.7294;;485.13;30.05.2019
000-074650;2019;5;25;уб.нд-3401;1;329.472;329.472;;220.35;30.05.2019
000-074656;2018;1;18;уб.нд-3429;1;1271.0016;1271.0016;;739.86;19.01.2018
000-074656;2018;1;18;уб.нд-3379;1;4890.5948;4890.5948;;2782.26;19.01.2018
000-074656;2018;1;18;уб.нд-3378;1;5078.8696;5078.8696;;3715.18;19.01.2018
000-074656;2018;1;18;уб.нд-3198;1;2800.512;2800.512;;1407.6;19.01.2018
000-074661;2017;8;14;уб.нд-3363;1;2362.932;2362.932;;1095.12;16.08.2017
000-074675;2017;10;16;уб.нд-3397;1;531.6036;531.6036;;232.76;16.10.2017
000-074698;2017;2;9;уб.нд-3127;1;241.92256;241.92256;;119.79;09.02.2017
000-074722;2019;5;29;уб.нд-3396;1;311.9908;311.9908;Customer 560;161.92;30.05.2019
000-074722;2019;5;29;уб.нд-3236;1;771.75;771.75;Customer 560;427.5;30.05.2019
000-074722;2019;5;29;уб.нд-3231;1;262.3104;262.3104;Customer 560;183.04;30.05.2019
000-074722;2019;5;29;уб.нд-3180;1;1755.13384;1755.13384;Customer 560;856.54;30.05.2019
000-074722;2019;5;29;уб.нд-3385;1;495.836;495.836;Customer 560;266.68;30.05.2019
000-074722;2019;5;29;уб.нд-3200;1;712.8984;712.8984;Customer 560;401.36;30.05.2019
000-074722;2019;5;29;уб.нд-3171;1;1216.4692176;1216.4692176;Customer 560;735.42;30.05.2019
000-074722;2019;5;29;уб.нд-3434;1;2053.0292;2053.0292;Customer 560;865.57;30.05.2019
000-074726;2019;2;2;уб.нд-3245;1;132.93;132.93;;74.25;02.02.2019
000-074727;2017;5;12;уб.нд-3221;1;331.8705;331.8705;;183;12.05.2017
000-074727;2017;5;12;уб.нд-3412;1;328.2136;328.2136;;169.12;12.05.2017
000-074727;2017;5;12;уб.нд-3233;1;281.106;281.106;;199.5;12.05.2017
000-074727;2017;5;12;уб.нд-3320;1;513.45448;513.45448;;278.39;12.05.2017
000-074728;2017;3;2;уб.нд-3368;2;2163.656;4327.312;;1966.96;02.03.2017
000-074728;2017;3;2;уб.нд-3383;2;463.0395;926.079;;422.18;02.03.2017
000-074731;2018;1;14;уб.нд-3315;1;352.79556;352.79556;;258.53;14.01.2018
000-074754;2018;11;12;уб.нд-3299;1;510.59232;510.59232;;307.8;13.11.2018
000-074756;2017;5;14;уб.нд-3175;2;2350.25472;4700.50944;Customer 331;3117.6;18.05.2017
000-074756;2017;5;14;уб.нд-3220;1;563.0688;563.0688;Customer 331;307.8;18.05.2017
000-074756;2017;5;14;уб.нд-3232;1;301.1462;301.1462;Customer 331;168.72;18.05.2017
000-074756;2017;5;14;уб.нд-3371;1;406.370844;406.370844;Customer 331;281.88;18.05.2017
000-074759;2017;1;14;уб.нд-3359;1;630.14784;630.14784;;408;14.01.2017
000-074759;2017;1;14;уб.нд-3397;1;490.623672;490.623672;;260.59;14.01.2017
000-074762;2018;6;18;уб.нд-3431;1;1956.122784;1956.122784;;1232;18.06.2018
000-074782;2018;12;28;уб.нд-3173;1;2149.98528;2149.98528;Customer 259;1003.2;28.12.2018
000-074782;2018;12;28;уб.нд-3283;1;2706.3456;2706.3456;Customer 259;1423.24;28.12.2018
000-074790;2018;11;10;уб.нд-3323;1;626.0527872;626.0527872;Customer 626;331.2;10.11.2018
000-074792;2019;1;15;уб.нд-3252;1;377.511;377.511;Customer 261;184.37;15.01.2019
000-074799;2017;3;22;уб.нд-3355;2;685.598256;1371.196512;;1455.48;22.03.2017
000-074808;2017;9;20;уб.нд-3360;1;436.31808;436.31808;;285.83;20.09.2017
000-074808;2017;9;20;уб.нд-3122;2;6086.7532;12173.5064;;4831.48;20.09.2017
000-074829;2017;9;9;уб.нд-3409;1;612.98568;612.98568;;404.79;09.09.2017
000-074829;2017;9;9;уб.нд-3116;1;266.5056;266.5056;;125.58;09.09.2017
000-074829;2017;9;9;уб.нд-3160;2;567.1;1134.2;;490;09.09.2017
000-074829;2017;9;9;уб.нд-3215;1;398.2;398.2;;197.29;09.09.2017
000-074831;2018;9;28;уб.нд-3133;2;813.904;1627.808;Customer 568;756;01.10.2018
000-074831;2018;9;28;уб.нд-3241;2;663.48;1326.96;Customer 568;729.44;01.10.2018
000-074831;2018;9;28;уб.нд-3336;1;230.61768;230.61768;Customer 568;158.46;01.10.2018
000-074831;2018;9;28;уб.нд-3361;1;633.622528;633.622528;Customer 568;381.3;01.10.2018
000-074831;2018;9;28;уб.нд-3300;2;495.5856;991.1712;Customer 568;616.4;01.10.2018
000-074831;2018;9;28;уб.нд-3410;1;227.55;227.55;Customer 568;120.99;01.10.2018
000-074876;2019;2;12;уб.нд-3348;1;1858.23072;1858.23072;Customer 625;1246.8;12.02.2019
000-074876;2019;2;12;уб.нд-3272;2;1413.828;2827.656;Customer 625;1796.7;12.02.2019
000-074876;2019;2;12;уб.нд-3284;1;288.9432;288.9432;Customer 625;187.11;12.02.2019
000-074886;2018;6;16;уб.нд-3374;1;5098.880868;5098.880868;;3699.46;16.06.2018
000-074886;2018;6;16;уб.нд-3228;1;630.336;630.336;;282.8;16.06.2018
000-074893;2017;12;28;уб.нд-3354;1;915.5464;915.5464;;536.58;28.12.2017
000-074904;2018;2;9;уб.нд-3328;1;446.03104;446.03104;Customer 987;252.28;10.02.2018
000-074913;2019;4;23;уб.нд-3132;1;233.85944;233.85944;;101.97;26.04.2019
000-074913;2019;4;23;уб.нд-3445;1;1103.2056;1103.2056;;584.1;26.04.2019
000-074913;2019;4;23;уб.нд-3113;1;4739.0412;4739.0412;;2076.84;26.04.2019
000-074918;2019;5;29;уб.нд-3305;2;271.70304;543.40608;;291.2;30.05.2019
000-074918;2019;5;29;уб.нд-3392;1;516.22848;516.22848;;288.36;30.05.2019
000-074920;2018;9;4;уб.нд-3243;1;773.2452;773.2452;Customer 821;404.04;04.09.2018
000-074926;2019;3;28;уб.нд-3117;1;6721.85808;6721.85808;;2757.72;29.03.2019
000-074932;2017;9;4;уб.нд-3144;1;422.53248;422.53248;;238.16;04.09.2017
